Location_name,Item_type,x,y,z,Friendly Name,Description,Map View,Location Name,Region,Notes,Accesibility (Vanilla/First),Alternatives,"Ideas, Communication"
Coin173_9223,CoinItem,13249.8877,-7039.969727,-532.5011597,Coin,Coin_C,SupraMap,next to Desert 3,Desert2,,,,
Coin174_10202,CoinItem,13269.6582,-6887.408691,-532.5014648,Coin,Coin_C,SupraMap,next to Desert 3,Desert2,,,,
Coin175,CoinItem,14481.74805,-12060.61426,56.89472961,Coin,Coin_C,SupraMap,next to chest,Desert2,,,,
Coin176,CoinItem,15366.40332,-11569.99023,61.89373779,Coin,Coin_C,SupraMap,,,,,,
Coin177,CoinItem,-3828.72998,-18771.0625,-6287.970703,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin178_12798,CoinItem,12628.6084,-14961.6377,-3.197509766,Coin,Coin_C,SupraMap,Next to big rock,Desert2,,,,
Coin179_13337,CoinItem,12762.13086,-14937.94434,-8.908599854,Coin,Coin_C,SupraMap,Next to big rock,Desert2,,,,
Coin18,CoinItem,9879.374023,-27032.63281,263.4230957,Coin,Coin_C,SupraMap,Large Coin Circle,Desert1,,,,
Coin180_14068,CoinItem,16287.56836,-15872.95605,-729.2456055,Coin,Coin_C,SupraMap,In front of door,Desert2,,,,
Coin181_14527,CoinItem,16233.77148,-15779.59375,-694.4290161,Coin,Coin_C,SupraMap,In front of door,Desert2,,,,
Coin182_16578,CoinItem,5553.086426,-29725.31055,-777.489624,Coin,Coin_C,SupraMap,Coin at lava barrel,Desert1,,,,
Coin183,CoinItem,6019.365723,-3340.313477,1132.445557,Coin,Coin_C,SupraMap,on raised ledge,Farm,,EnemySpawn45_8669,,
Coin184_6651,CoinItem,-3547.876221,-34268.5625,81.87106323,Coin,Coin_C,SupraMap,Coin at Star House,Redville,,,,
Coin185_7565,CoinItem,18118.61914,-38028.60156,1142.144775,Coin,Coin_C,SupraMap,in big wooden shed,Red_Crystal,,Chest29_7214 & HeightIncrease5,,
Coin186_23129,CoinItem,5395.273438,-31869.21094,-835.2772217,Coin,Coin_C,SupraMap,Coin under overhang,Desert1,,,,
Coin187,CoinItem,5578.624512,-31705.48633,-835.2772217,Coin,Coin_C,SupraMap,Coin under overhang,Desert1,,,,
Coin188,CoinItem,2936,-26085,-224,Coin,Coin_C,SupraMap,Coin under platform,Desert1,,,,
Coin189,CoinItem,3064,-25754,-207,Coin,Coin_C,SupraMap,Coin under platform,Desert1,,,,
Coin190,CoinItem,2996,-25888,-225,Coin,Coin_C,SupraMap,Coin under platform,Desert1,,,,
Coin191_29128,CoinItem,-3433.49585,-22370.5625,-2120.554688,Coin,Coin_C,SupraMap,Coin behind fire pipe,Introduction,,CombatItems ,,
Coin192,CoinItem,-3559.938721,-22407.64648,-2120.554688,Coin,Coin_C,SupraMap,Coin behind fire pipe,Introduction,,CombatItems ,,
Coin193_30268,CoinItem,27748.07617,-3322.873291,744.4014282,Coin,Coin_C,SupraMap,behind yellow cave,Red_Crystal,,Health > 50 & HeightIncrease,,
Coin194_31793,CoinItem,27603.77344,-3147.92334,637.2869873,Coin,Coin_C,SupraMap,behind yellow cave,Red_Crystal,,Health > 50 & HeightIncrease,,
Coin195,CoinItem,-8684.526367,-37293.80469,2616.330811,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin196_34887,CoinItem,22173.88477,-37227.09375,3219.806641,Coin,Coin_C,SupraMap,next to yellow pipe,Red_Crystal,,HeightIncrease8,,
Coin197,CoinItem,22284.80078,-36928.09375,3219.806641,Coin,Coin_C,SupraMap,next to yellow pipe,Red_Crystal,,HeightIncrease8,,
Coin198,CoinItem,22423.51172,-36644.02344,3219.806641,Coin,Coin_C,SupraMap,next to yellow pipe,Red_Crystal,,HeightIncrease8,,
Coin199,CoinItem,22657.75391,-36268.90234,3219.806641,Coin,Coin_C,SupraMap,next to yellow pipe,Red_Crystal,,HeightIncrease8,,
Coin19_2270,CoinItem,13259.7832,-24534.45703,937.1464844,Coin,Coin_C,SupraMap,Coin circle at chest,Desert1,,,,
Coin2,CoinItem,6953.515137,-27793.92578,345.0584717,Coin,Coin_C,SupraMap,Coin at double jump,Desert1,,HeightIncrease2,,
Coin20,CoinItem,13463.36621,-24493.22461,937.1464844,Coin,Coin_C,SupraMap,Coin circle at chest,Desert1,,,,
Coin200_36373,CoinItem,10214.04688,-40359.25,1505.218872,Coin,Coin_C,SupraMap,near metal in the back,Red_Crystal,,BuyBelt_C,,
Coin201_37296,CoinItem,10372.63867,-40329.21094,1554.920166,Coin,Coin_C,SupraMap,near metal in the back,Red_Crystal,,BuyBelt_C,,
Coin202,CoinItem,-4064.40332,-18579.73633,-6287.970703,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin203,CoinItem,-4273.533203,-18307.83789,-6287.915527,Coin,Coin_C,SupraMap,on cave floor,After_Chapel3,,,,
Coin204_2274,CoinItem,3476.125732,-31332.33789,-463.9250183,Coin,Coin_C,SupraMap,Coin cluster at purple jump,Desert1,,BuyForceBlock_C,HeightIncrease3,
Coin205,CoinItem,3476.125732,-31290.64063,-386.9012451,Coin,Coin_C,SupraMap,Coin cluster at purple jump,Desert1,,BuyForceBlock_C,HeightIncrease3,
Coin206,CoinItem,3517.86792,-31349.53125,-386.8727722,Coin,Coin_C,SupraMap,Coin cluster at purple jump,Desert1,,BuyForceBlock_C,HeightIncrease3,
Coin207_5983,CoinItem,5024.459473,-40461.97656,-886.1251221,Coin,Coin_C,SupraMap,Coin at barrel,Desert1,,HeightIncrease2,,
Coin208,CoinItem,5177.153809,-40426.39453,-886.1251221,Coin,Coin_C,SupraMap,Coin at barrel,Desert1,,HeightIncrease2,,
Coin209,CoinItem,5134.745605,-40254.76563,-886.1251221,Coin,Coin_C,SupraMap,Coin at barrel,Desert1,,HeightIncrease2,,
Coin21,CoinItem,13566.76563,-24608.34766,937.1464844,Coin,Coin_C,SupraMap,Coin circle at chest,Desert1,,,,
Coin210_2626,CoinItem,-4021.69458,-36444.42969,653.0511475,Coin,Coin_C,SupraMap,Coin next to Juicer,Redville,,,,
Coin211,CoinItem,-4158.702148,-36444.42969,653.0511475,Coin,Coin_C,SupraMap,Coin next to Juicer,Redville,,,,
Coin212_4592,CoinItem,14271.48926,-11190.71289,1073.902222,Coin,Coin_C,SupraMap,,,,,,
Coin213,CoinItem,14646.93652,-11226.79102,1100.301147,Coin,Coin_C,SupraMap,,,,,,
Coin214,CoinItem,15120.65039,-11254.84766,1137.794067,Coin,Coin_C,SupraMap,,,,,,
Coin215_4482,CoinItem,33.44026947,-32207.54297,-178.4334717,Coin,Coin_C,SupraMap,Coin at boarded House,Redville,,,,
Coin216_5045,CoinItem,1222.853271,-32804.14453,-512.8209229,Coin,Coin_C,SupraMap,Coin in boarded box,Redville,,RedPlankItems,,
Coin217,CoinItem,18027.74805,-37982.21094,1142.144775,Coin,Coin_C,SupraMap,in big wooden shed,Red_Crystal,,Chest29_7214 & HeightIncrease5,,
Coin218,CoinItem,-66329.30469,49356.04688,1585.292847,Coin,Coin_C,SupraMap,big balls house,Carrot_Town,,ForceBeam,,
Coin219,CoinItem,-66146.80469,49356.04688,1585.292847,Coin,Coin_C,SupraMap,big balls house,Carrot_Town,,ForceBeam,,
Coin22,CoinItem,13483.02832,-24804.78516,937.1464844,Coin,Coin_C,SupraMap,Coin circle at chest,Desert1,,,,
Coin220,CoinItem,-65965.07031,49356.04688,1585.292847,Coin,Coin_C,SupraMap,big balls house,Carrot_Town,,ForceBeam,,
Coin221,CoinItem,-8859.829102,-37338.16406,2616.330811,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin222,CoinItem,-8701.953125,-37488.27734,2616.330811,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin223,CoinItem,-8735.240234,-37385.4375,2732.962158,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin224,CoinItem,-9073.725586,-38565.53125,2877.837158,Coin,Coin_C,SupraMap,tree next to pan,Suprafield,,Translocator & Belt,,
Coin225,CoinItem,20031.74414,-25241.58789,2207.837402,Coin,Coin_C,SupraMap,after purple spike block,Red_Crystal,,HeightIncrease4 & BuyForceBlock_C,,
Coin226_13,CoinItem,-24792.23633,-39251.70703,1948.833374,Coin,Coin_C,SupraMap,,,,,,
Coin227,CoinItem,-34398.27344,-40162.94141,362.4979858,Coin,Coin_C,SupraMap,on dirt ledge,Behind_Suprafield,,Stomp & (HeightIncrease5 or BuyForceCube_C),,
Coin228,CoinItem,-34586.88281,-39508.98438,263.2398682,Coin,Coin_C,SupraMap,on dirt ledge,Behind_Suprafield,,Stomp & (HeightIncrease5 or BuyForceCube_C),,
Coin229,CoinItem,-34887.58984,-38701.52344,285.0610657,Coin,Coin_C,SupraMap,on dirt ledge,Behind_Suprafield,,Stomp & (HeightIncrease5 or BuyForceCube_C),,
Coin23,CoinItem,13271.47656,-24746.17773,937.1464844,Coin,Coin_C,SupraMap,Coin circle at chest,Desert1,,,,
Coin230_10344,CoinItem,-29564.28906,-15586.6123,670.1279907,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,BuyBelt_C,,
Coin231_10571,CoinItem,-29548.00195,-15848.4209,670.1280518,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,BuyBelt_C,,
Coin232_10942,CoinItem,-29551.52734,-16160.77832,670.1280518,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,BuyBelt_C,,
Coin233_11201,CoinItem,-21740.46094,-15888.23828,-119.5006714,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,(BuyBelt_C or After_Chapel1) & HeightIncrease2,,
Coin234_12212,CoinItem,-23365.74219,-16454.37695,-93.03826904,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,(BuyBelt_C or After_Chapel1) & HeightIncrease2,,
Coin235_13071,CoinItem,-24318.17773,-16192.07422,16.46469116,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,(BuyBelt_C or After_Chapel1) & HeightIncrease2,,
Coin236_14194,CoinItem,-25332.94336,-16647.86914,237.1693115,Coin,Coin_C,SupraMap,elevated coin,After_Chapel1,,(BuyBelt_C or After_Chapel1) & HeightIncrease2,,
Coin237_4498,CoinItem,-24215.64648,-12260.06641,-1855.993774,Coin,Coin_C,SupraMap,in button hut,After_Chapel1,,Chest91,,
Coin238,CoinItem,-24102.20898,-12260.06641,-1855.993774,Coin,Coin_C,SupraMap,in button hut,After_Chapel1,,Chest91,,
Coin239,CoinItem,-24102.20898,-11581.04883,-1855.993774,Coin,Coin_C,SupraMap,in button hut,After_Chapel1,,Chest91,,
Coin240,CoinItem,-24197.71289,-11581.04883,-1855.993774,Coin,Coin_C,SupraMap,in button hut,After_Chapel1,,Chest91,,
Coin241_6528,CoinItem,-21010.91602,-15745.9043,-1444.765381,Coin,Coin_C,SupraMap,next to red barrel stump,After_Chapel1,,,,
Coin242,CoinItem,-21183.10938,-15745.9043,-1444.765381,Coin,Coin_C,SupraMap,next to red barrel stump,After_Chapel1,,,,
Coin243,CoinItem,-21106.46289,-15923.24023,-1444.765381,Coin,Coin_C,SupraMap,next to red barrel stump,After_Chapel1,,,,
Coin244,CoinItem,-21243.70898,-15902.24219,-1444.765381,Coin,Coin_C,SupraMap,next to red barrel stump,After_Chapel1,,,,
Coin245_7990,CoinItem,-26760.4082,-16263.09375,-1414.606934,Coin,Coin_C,SupraMap,next to stairs,After_Chapel1,,,,
Coin246_9105,CoinItem,-26878.74805,-16157.74414,-1421.3479,Coin,Coin_C,SupraMap,next to stairs,After_Chapel1,,,,
Coin247_9772,CoinItem,-27011.9082,-16057.41602,-1428.636353,Coin,Coin_C,SupraMap,next to stairs,After_Chapel1,,,,
Coin248_10439,CoinItem,-28807.18164,-15134.50293,-2370.548584,Coin,Coin_C,SupraMap,behind bush,After_Chapel1,,,,
Coin249_11762,CoinItem,-28923.16211,-15120.8125,-2370.548096,Coin,Coin_C,SupraMap,behind bush,After_Chapel1,,,,
Coin24_4357,CoinItem,13801.24609,-26550.23828,346.0157166,Coin,Coin_C,SupraMap,Lower coin cluster,Desert1,,,,
Coin250,CoinItem,-29052.3125,-15120.8125,-2370.548096,Coin,Coin_C,SupraMap,behind bush,After_Chapel1,,,,
Coin251,CoinItem,-29206.33594,-15120.8125,-2370.548096,Coin,Coin_C,SupraMap,behind bush,After_Chapel1,,,,
Coin252_12623,CoinItem,-28891.80664,-14385.0166,-2290,Coin,Coin_C,SupraMap,in locked house,After_Chapel1,,Chest91,,
Coin253,CoinItem,-28891.80664,-14298.90039,-2290,Coin,Coin_C,SupraMap,in locked house,After_Chapel1,,Chest91,,
Coin254,CoinItem,-28891.80664,-14192.39941,-2290,Coin,Coin_C,SupraMap,in locked house,After_Chapel1,,Chest91,,
Coin255,CoinItem,9970.046875,14133.48145,342.7390137,Coin,Coin_C,SupraMap,,,,,,
Coin256_14325,CoinItem,-29153.27344,-13412.06445,-2350.350586,Coin,Coin_C,SupraMap,next to house,After_Chapel1,,,,
Coin257,CoinItem,-29026.62695,-13412.06445,-2350.350586,Coin,Coin_C,SupraMap,next to house,After_Chapel1,,,,
Coin258,CoinItem,-28911.00195,-13412.06445,-2350.350586,Coin,Coin_C,SupraMap,next to house,After_Chapel1,,,,
Coin259,CoinItem,-28840.20117,-13412.06445,-2350.350586,Coin,Coin_C,SupraMap,next to house,After_Chapel1,,,,
Coin25_5208,CoinItem,13791.23926,-26734.16211,346.0142517,Coin,Coin_C,SupraMap,Lower coin cluster,Desert1,,,,
Coin260_15955,CoinItem,-24162.60742,-10544.56543,-1120.434814,Coin,Coin_C,SupraMap,on rock ledge,After_Chapel1,,,,
Coin261,CoinItem,-24668.46289,-10578.99316,-1120.434814,Coin,Coin_C,SupraMap,on rock ledge,After_Chapel1,,,,
Coin262,CoinItem,-23473.17969,-10244.81055,-1120.434814,Coin,Coin_C,SupraMap,on rock ledge,After_Chapel1,,,,
Coin263_17296,CoinItem,-20700.56836,-8125.282715,-1808.695557,Coin,Coin_C,SupraMap,in card house,Before_Chapel,,HeightIncrease3 & RedPlankItems,,
Coin264_17459,CoinItem,-20857.36328,-8174.393066,-1808.695557,Coin,Coin_C,SupraMap,in card house,Before_Chapel,,HeightIncrease3 & RedPlankItems,,
Coin265,CoinItem,-20949.20117,-8227.023438,-1808.695557,Coin,Coin_C,SupraMap,in card house,Before_Chapel,,HeightIncrease3 & RedPlankItems,,
Coin266_18751,CoinItem,-10682.01465,-12235.23145,-1023.165283,Coin,Coin_C,SupraMap,next to green pipe,Before_Chapel,,,,
Coin267,CoinItem,-10682.01465,-11957.18652,-1129.392822,Coin,Coin_C,SupraMap,next to green pipe,Before_Chapel,,,,
Coin268,CoinItem,-10763.82227,-11690.44043,-1193.127686,Coin,Coin_C,SupraMap,next to green pipe,Before_Chapel,,,,
Coin269,CoinItem,-10897.68262,-11478.3252,-1306.20105,Coin,Coin_C,SupraMap,next to green pipe,Before_Chapel,,,,
Coin26_5835,CoinItem,13659.29199,-26608.41797,346.0157166,Coin,Coin_C,SupraMap,Lower coin cluster,Desert1,,,,
Coin270_20365,CoinItem,-14145.9082,-16343.88574,-871.5557861,Coin,Coin_C,SupraMap,next to rock,Before_Chapel,,,,
Coin271,CoinItem,-14288.33008,-16583.75781,-895.5540771,Coin,Coin_C,SupraMap,next to rock,Before_Chapel,,,,
Coin272,CoinItem,-14553.56055,-16705.47461,-909.5197754,Coin,Coin_C,SupraMap,next to rock,Before_Chapel,,,,
Coin273_22226,CoinItem,-25387.23438,-12903.03711,-1850.108032,Coin,Coin_C,SupraMap,on tree stump,After_Chapel1,,,,
Coin274,CoinItem,-25387.23438,-12903.03711,-1758.531006,Coin,Coin_C,SupraMap,on tree stump,After_Chapel1,,,,
Coin275,CoinItem,-25387.23438,-12903.03711,-1664.427368,Coin,Coin_C,SupraMap,on tree stump,After_Chapel1,,,,
Coin276_22927,CoinItem,-28837.06641,-12485.71387,-1352.09082,Coin,Coin_C,SupraMap,on stone ridge,After_Chapel1,,,,
Coin277_23834,CoinItem,-28620.03516,-12465.81445,-1355.972168,Coin,Coin_C,SupraMap,on stone ridge,After_Chapel1,,,,
Coin278_24429,CoinItem,-28401.62109,-12420.76563,-1351.125244,Coin,Coin_C,SupraMap,on stone ridge,After_Chapel1,,,,
Coin279,CoinItem,-28849.92578,-9423.783203,-1163.122437,Coin,Coin_C,SupraMap,on stone ledge,After_Chapel1,,,,
Coin27_6630,CoinItem,13661.54102,-26760.55078,346.014801,Coin,Coin_C,SupraMap,Lower coin cluster,Desert1,,,,
Coin280,CoinItem,-29212.26172,-9378.268555,-1124.49707,Coin,Coin_C,SupraMap,on stone ledge,After_Chapel1,,,,
Coin281,CoinItem,-29514.76758,-9326.543945,-1122.698486,Coin,Coin_C,SupraMap,after red planks,After_Chapel1,,RedPlankItems or HeightIncrease6,,
Coin282,CoinItem,-30033.82031,-9234.859375,-1186.808472,Coin,Coin_C,SupraMap,after red planks,After_Chapel1,,Coin281,,
Coin283_25028,CoinItem,-30850.46875,-10203.66016,77.17565918,Coin,Coin_C,SupraMap,on top of rocks,After_Chapel1,,Coin281,,
Coin284,CoinItem,-30797.9668,-10545.41016,73.06326294,Coin,Coin_C,SupraMap,floating next to trees,After_Chapel1,,Coin281 and HeightIncrease3,,
Coin285,CoinItem,-31044.04297,-10034.92578,70.04165649,Coin,Coin_C,SupraMap,on top of rocks,After_Chapel1,,Coin281,,
Coin286,CoinItem,26465.89258,39193.21484,3670.703613,Coin,Coin_C,SupraMap,,,,,,
Coin287,CoinItem,25830.13086,39193.21484,3670.703613,Coin,Coin_C,SupraMap,behind pipe in throneroom,Blueville,,BuyBelt_C & Strong & Sword & Forcebeam2,,
Coin288,CoinItem,-35958.35547,50840.52734,1446.501587,Coin,Coin_C,SupraMap,near exit,Carrot_Town,,ForceBeam,,
Coin289,CoinItem,-35790.09375,50434.48047,1446.501587,Coin,Coin_C,SupraMap,near exit,Carrot_Town,,ForceBeam,,
Coin28_8193,CoinItem,12737.84961,-28060.37305,972.2250977,Coin,Coin_C,SupraMap,Coin on ledge near Candle,Desert1,,HeightIncrease1,,
Coin290,CoinItem,-31335.59961,-19764.9668,-720.1403809,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin291,CoinItem,-31685.33203,-21528.65039,-720.1403809,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin292,CoinItem,-31750.9043,-22238.95117,-620.4575806,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin293,CoinItem,-31119.8457,-22419.2207,-648.2852173,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin294,CoinItem,-30572.35938,-22835.48633,-431.9251709,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin295,CoinItem,-31212.80859,-18975.95703,-586.6437378,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin296,CoinItem,-31534.36328,-20773.04492,-580.1878662,Coin,Coin_C,SupraMap,stomp parkour,After_Chapel4,,HeightIncrease4,,
Coin297,CoinItem,-65807.33594,49356.04688,1585.292847,Coin,Coin_C,SupraMap,big balls house,Carrot_Town,,ForceBeam,,
Coin298,CoinItem,-65614.84375,49356.04688,1585.292847,Coin,Coin_C,SupraMap,big balls house,Carrot_Town,,ForceBeam,,
Coin299,CoinItem,-49063.88281,59337.29688,1176.637451,Coin,Coin_C,SupraMap,on top of plank,Carrot_Town,,ForceBeam,,
Coin29_8996,CoinItem,12673.4043,-27899.16211,969.3112183,Coin,Coin_C,SupraMap,Coin on ledge near Candle,Desert1,,HeightIncrease1,,
Coin3,CoinItem,7072.05127,-27793.92578,345.0584717,Coin,Coin_C,SupraMap,Coin at double jump,Desert1,,HeightIncrease2,,
Coin300,CoinItem,-49063.88281,59210.94922,1176.637451,Coin,Coin_C,SupraMap,on top of plank,Carrot_Town,,ForceBeam,,
Coin301,CoinItem,-28308.80273,-41553.96875,-1170,Coin,Coin_C,SupraMap,behind crate in lockerroom,Suprafield,,BuyGunAlt_478,,
Coin302,CoinItem,-28118.80273,-41583.96875,-1170,Coin,Coin_C,SupraMap,behind crate in lockerroom,Suprafield,,BuyGunAlt_478,,
Coin303,CoinItem,-26750,-42250,-1170,Coin,Coin_C,SupraMap,,,,,,
Coin304,CoinItem,-26640,-42260,-1170,Coin,Coin_C,SupraMap,in lockerroom,Suprafield,,BuyGunAlt_478,,
Coin305,CoinItem,-24792.23633,-39251.70703,2064.026855,Coin,Coin_C,SupraMap,in lockerroom,Suprafield,,BuyGunAlt_478,,
Coin306_6866,CoinItem,22044.33594,-23003.73633,67.96144104,Coin,Coin_C,SupraMap,stairs next to shell,Red_Crystal,,HeightIncrease4,,
Coin307,CoinItem,21521.29883,-24026.58594,1438.757568,Coin,Coin_C,SupraMap,next to piston puzzle,Red_Crystal,,Coin225,,
Coin308,CoinItem,2885.068604,-31203.57227,63.81930542,Coin,Coin_C,SupraMap,Coin cluster at purple puzzle,Desert1,Check with height Increase2,BuyForceBlock_C,HeightIncrease3,
Coin309_5818,CoinItem,-40994.35156,-30813.95898,-954.2102051,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin30_10071,CoinItem,12566.45508,-28132.67383,962.2012329,Coin,Coin_C,SupraMap,Coin on ledge near Candle,Desert1,,HeightIncrease1,,
Coin310_7357,CoinItem,-41074.92188,-31000.87891,-957.4953003,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin311_8632,CoinItem,-41255,-30800.99609,-943.8970947,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin312_9707,CoinItem,-41108.60547,-30603.05078,-935.663208,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin313_9966,CoinItem,-33915.95703,-28765.10547,-966.953125,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin314_10161,CoinItem,-33707.37891,-28764.10352,-967.2351074,Coin,Coin_C,SupraMap,in the back,After_Chapel4,,,,
Coin315_5610,CoinItem,-23860.79883,-29474.05273,-1581.927734,Coin,Coin_C,SupraMap,behind arena,Suprafield,,Chest57_1073,,
Coin316,CoinItem,-24037.22266,-29474.05273,-1581.927734,Coin,Coin_C,SupraMap,behind arena,Suprafield,,Chest57_1073,,
Coin317,CoinItem,-24219.98633,-29474.05273,-1581.927734,Coin,Coin_C,SupraMap,behind arena,Suprafield,,Chest57_1073,,
Coin318,CoinItem,-24125.56836,-29479.78711,-1581.927734,Coin,Coin_C,SupraMap,behind arena,Suprafield,,Chest57_1073,,
Coin319,CoinItem,-23938.4668,-29479.78711,-1581.927734,Coin,Coin_C,SupraMap,behind arena,Suprafield,,Chest57_1073,,
Coin31_11402,CoinItem,8551.046875,-23588.1582,1303.672363,Coin,Coin_C,SupraMap,Coin in air at switch,Desert1,,HeightIncrease1,Desert2Access,
Coin32,CoinItem,9002.063477,-23959.58789,1354.096313,Coin,Coin_C,SupraMap,Coin in air at switch,Desert1,,,,
Coin320_15843,CoinItem,-11710.53613,-22614.37695,-528.2814941,Coin,Coin_C,SupraMap,on stump,After_Chapel3,,,,
Coin321_16358,CoinItem,-11299.88379,-22017.4707,-761.5424194,Coin,Coin_C,SupraMap,on stump,After_Chapel3,,,,
Coin322,CoinItem,-34348.84375,-21712.39258,-879.3486328,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,,,
Coin323_18052,CoinItem,-11652.90625,-24614.03711,-568.2420654,Coin,Coin_C,SupraMap,on stump,After_Chapel3,,,,
Coin324,CoinItem,9964.05957,14133.48145,526.7324829,Coin,Coin_C,SupraMap,in girder,Rattlehag,,BuyBelt_C,,
Coin325,CoinItem,9967.959961,14133.48145,703.4117432,Coin,Coin_C,SupraMap,in girder,Rattlehag,,BuyBelt_C,,
Coin326,CoinItem,9961.984375,14133.48145,828.2377319,Coin,Coin_C,SupraMap,in girder,Rattlehag,,BuyBelt_C,,
Coin327,CoinItem,9969.532227,14133.48145,949.7671509,Coin,Coin_C,SupraMap,in girder,Rattlehag,,BuyBelt_C,,
Coin328,CoinItem,5586.130859,-31434.28516,-835.2772217,Coin,Coin_C,SupraMap,Coin under overhang,Desert1,,,,
Coin329,CoinItem,8504.857422,-25700.52148,97.82356262,Coin,Coin_C,SupraMap,Coin on Plank,Desert1,,,,
Coin330,CoinItem,-67720.75,51030.98828,1704.37085,Coin,Coin_C,SupraMap,next to shop,Carrot_Town,,ForceBeam,,
Coin331,CoinItem,-34348.84375,-21712.39258,-768.4653931,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,,,
Coin332,CoinItem,-34348.84375,-21712.39258,-644.5268555,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,,,
Coin333,CoinItem,-35612.58203,-23094.56641,-850.086853,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,HeightIncrease3,,
Coin334,CoinItem,-35612.58203,-23094.56641,-712.251709,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,HeightIncrease3,,
Coin335,CoinItem,-37154.26172,-23434.67578,-914.3205566,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,,,
Coin336,CoinItem,-37154.26172,-23434.67578,-800.1271362,Coin,Coin_C,SupraMap,coin tower,After_Chapel4,,,,
Coin337,CoinItem,5468.359375,-3424.086914,1107.550781,Coin,Coin_C,SupraMap,on raised ledge,Farm,,EnemySpawn45_8669,,
Coin338,CoinItem,7829.449219,-2685.058594,1330.616333,Coin,Coin_C,SupraMap,next to saw,Farm,,BuyBelt_C or HeightIncrease8,,
Coin339,CoinItem,8171.037598,-2544.356934,1323.442749,Coin,Coin_C,SupraMap,next to saw,Farm,,BuyBelt_C or HeightIncrease8,,
Coin33_321,CoinItem,8901.102539,-23873.02539,1383.141846,Coin,Coin_C,SupraMap,Coin in air at switch,Desert1,,,,
Coin340,CoinItem,-30072.13281,-29372.46289,2909.210449,Coin,Coin_C,SupraMap,,,,,,
Coin341_14938,CoinItem,-30072.13281,-29372.46289,3124.403809,Coin,Coin_C,SupraMap,,,,,,
Coin342_14957,CoinItem,-30072.13281,-29372.46289,3332.391602,Coin,Coin_C,SupraMap,,,,,,
Coin343_14976,CoinItem,-30072.13281,-29372.46289,3542.081055,Coin,Coin_C,SupraMap,,,,,,
Coin344_14434,CoinItem,5349.793945,-10987.68652,380.7984619,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin345,CoinItem,5229.197266,-11018.68848,397.7612305,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin346,CoinItem,5148.620605,-11017.16895,410.0487061,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin347,CoinItem,5070.746094,-11014.3418,409.792572,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin348,CoinItem,4974.271973,-11011.78516,417.9507141,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin349,CoinItem,4843.345703,-10968.1416,453.0036316,Coin,Coin_C,SupraMap,in yellow U pipe,Desert2,,,,
Coin34_611,CoinItem,8797.896484,-23784.3418,1391.806396,Coin,Coin_C,SupraMap,Coin in air at switch,Desert1,,,,
Coin350,CoinItem,-24792.23633,-39251.70703,1534.364502,Coin,Coin_C,SupraMap,,,,,,
Coin351,CoinItem,-24792.23633,-39251.70703,1635.268066,Coin,Coin_C,SupraMap,,,,,,
Coin352,CoinItem,-24792.23633,-39251.70703,1735.667358,Coin,Coin_C,SupraMap,,,,,,
